NmCanalAtendimento;IdUsuario;DtAcesso;IdAcesso;SkyWhatsApp
WHATSAPP;8B43F98F-4647-4B17-BD5D-C6C078AD2228;2024-09-04;HSM_539EB16F-1BD0-4341-BEAB-5CBB14F42C3A;SKY_15
WHATSAPP;8B46622E-1113-4176-9998-F7616C3F48A2;2024-09-03;HSM_E94A80A3-FA3B-4192-B1AB-960AC9B7540F;SKY_26
WHATSAPP;8B46622E-1113-4176-9998-F7616C3F48A2;2024-09-13;HSM_8155BF44-9CD0-43A9-8C44-09B493DF0D1D;SKY_26
WHATSAPP;8B46622E-1113-4176-9998-F7616C3F48A2;2024-09-17;HSM_3AAB535D-1997-4333-815D-6C3530648CDB;SKY_26
WHATSAPP;8B46622E-1113-4176-9998-F7616C3F48A2;2024-09-19;HSM_BA3D72C0-A745-44E4-8378-81FAF18E64EF;SKY_26
WHATSAPP;8B46622E-1113-4176-9998-F7616C3F48A2;2024-09-26;HSM_7F8F3703-A14D-4B10-AE67-05A48804879E;SKY_26
WHATSAPP;8B48AC5F-6909-4A6A-8DF6-4D414506EF72;2024-09-09;HSM_A20E706E-E61D-4FAE-89F4-5D24A0DDD692;SKY_15
WHATSAPP;8B522626-F66B-444E-B156-FAA8DEA649DE;2024-09-18;HSM_A5C4EE4F-F4BD-4591-8A5F-E8F0ADA8AC38;SKY_35
WHATSAPP;8B52865D-561E-4B1A-97FF-54606996CE06;2024-09-03;HSM_CEB6F3ED-36B8-4E87-B527-DF0CAF072BFC;SKY_26
WHATSAPP;8B52865D-561E-4B1A-97FF-54606996CE06;2024-09-04;HSM_8C89C12F-3B61-4673-9BAF-A1D6C324146F;SKY_15
WHATSAPP;8B52865D-561E-4B1A-97FF-54606996CE06;2024-09-05;HSM_7B74390C-4E03-4A47-8D62-C3FAB68789E0;SKY_15
WHATSAPP;8B550938-3BDA-402A-85C6-7862FE33F818;2024-09-18;HSM_F32B3BE4-76E7-4C50-9CD3-87AE2120E9D5;SKY_35
WHATSAPP;8B55CB90-DFD2-49D5-AB32-C97DE4C8F074;2024-09-19;HSM_A5FDE02A-AD76-4A7B-8D3F-E84ABF4EC38C;SKY_21
WHATSAPP;8B55CB90-DFD2-49D5-AB32-C97DE4C8F074;2024-09-19;HSM_E4A0CA93-5FE8-4C68-B2FB-60B3A35C6E71;SKY_21
WHATSAPP;8B55CB90-DFD2-49D5-AB32-C97DE4C8F074;2024-09-30;HSM_C5ED603B-A9A8-47AE-972E-B4B7CB40CB12;SKY_35
WHATSAPP;8B6BD8BC-57EC-44CC-8F2A-0ABF3E8C79FA;2024-09-03;HSM_26229322-BF3E-45C8-956B-881E6ADDA5ED;SKY_26
WHATSAPP;8B6BD8BC-57EC-44CC-8F2A-0ABF3E8C79FA;2024-09-16;HSM_E6386312-3C3F-47E2-8353-76A7D65DD64E;SKY_26
WHATSAPP;8B6BD8BC-57EC-44CC-8F2A-0ABF3E8C79FA;2024-09-26;HSM_CAB9BBD9-A0A7-497C-8BA1-904476B11FF3;SKY_15
WHATSAPP;8B6EC0BB-161C-4E95-9759-A288DA060FEA;2024-09-20;HSM_221AA75B-04C4-4515-A5C3-3731DE390212;SKY_43
WHATSAPP;8B6EC0BB-161C-4E95-9759-A288DA060FEA;2024-09-20;HSM_54F8E6FB-08CD-4AAE-B494-C628E94B9B0E;SKY_43
WHATSAPP;8B6EC0BB-161C-4E95-9759-A288DA060FEA;2024-09-20;HSM_9D396392-4F3F-4CE2-96A8-328CA01716C3;SKY_43
WHATSAPP;8B6EC0BB-161C-4E95-9759-A288DA060FEA;2024-10-01;HSM_01E6A730-61C4-41AE-9B70-6EDF50C7A67B;SKY_43
WHATSAPP;8B77340D-605E-4780-90F8-2927A49C1C62;2024-09-27;HSM_D1DF2002-7DC9-4939-A719-5D6887335384;SKY_07
WHATSAPP;8B788438-01F9-474F-9741-ECAB524FC9A9;2024-09-04;HSM_FBF01278-6301-4671-980C-D97D7C394858;SKY_15
WHATSAPP;8B855F2B-658A-4E93-81D6-855F52EE1724;2024-09-12;HSM_8790613D-62EB-4D7F-9A83-947B2EE272C8;SKY_20
WHATSAPP;8B888AE1-1029-47BB-B46E-F092001F784A;2024-09-03;HSM_17CDC950-A9D2-47A8-9352-A27A03D5B00D;SKY_14
WHATSAPP;8B88A93C-E451-4F18-A2C6-801205BD8C81;2024-09-13;HSM_58AF1131-8329-418A-8E01-3EB2D99590B5;SKY_35
WHATSAPP;8B8A9746-0CA7-4720-820F-EAC49B1B5AB9;2024-09-03;HSM_68297888-07BD-4E0F-AD09-2708B26CB88C;SKY_20
WHATSAPP;8B8A9746-0CA7-4720-820F-EAC49B1B5AB9;2024-09-12;HSM_7B8BFE02-4611-475B-B33E-D69634B03BA0;SKY_20
WHATSAPP;8B8A9746-0CA7-4720-820F-EAC49B1B5AB9;2024-09-23;HSM_87679C64-CF8E-4175-9572-43D5A89ACA91;SKY_20
WHATSAPP;8B8FD233-5EFF-4075-A1D0-276A1E4AA72C;2024-09-03;HSM_8B04CEEE-8647-4FA7-9C25-20F534E18750;SKY_26
WHATSAPP;8B98B69F-FE86-4B97-A3A2-7EB91E8A4AED;2024-09-02;HSM_20F95F86-FECE-4814-893A-F63DEB5F0A3C;SKY_26
WHATSAPP;8B98B69F-FE86-4B97-A3A2-7EB91E8A4AED;2024-09-03;HSM_AAA5571C-C554-44AA-99D1-FAAA44D04216;SKY_26
WHATSAPP;8B98B69F-FE86-4B97-A3A2-7EB91E8A4AED;2024-09-17;HSM_C1807525-EE25-4B7C-B0E4-67586CF9E579;SKY_26
WHATSAPP;8BA04342-5468-4F8A-B638-2D90311FA5D6;2024-09-03;HSM_0FFF81C7-BC37-4246-A107-A1D85EBE3695;SKY_99
WHATSAPP;8BA04342-5468-4F8A-B638-2D90311FA5D6;2024-09-05;HSM_AB6E6CE3-49CB-439F-8FA0-76F750190372;SKY_99
WHATSAPP;8BA32609-501A-4FFC-A815-6637838B5D6D;2024-09-05;HSM_2F6652E9-75EB-465F-8037-CFCE5ED71E8E;SKY_39
WHATSAPP;8BA694D6-A7F9-4B54-ABD8-D3BD4DBAC947;2024-09-16;HSM_869D498D-E779-45DC-A250-DBA62B4E09F2;SKY_26
WHATSAPP;8BAFFD77-16A2-4124-A869-F638BD7B4EBB;2024-09-23;HSM_2C063F3D-34E8-41EA-B73C-61C517183070;SKY_35
WHATSAPP;8BB8ECD2-B684-4AAB-8A3A-FA15B5277711;2024-09-16;HSM_26BE9875-93D2-45DD-BFCF-A9977837A83E;SKY_39
WHATSAPP;8BB8ECD2-B684-4AAB-8A3A-FA15B5277711;2024-09-19;HSM_204A7BB3-92B0-464F-BF00-5924FE0395F2;SKY_15
WHATSAPP;8BB8ECD2-B684-4AAB-8A3A-FA15B5277711;2024-09-27;HSM_20E99017-B0C5-49A8-8172-6796671F8DBA;SKY_15
WHATSAPP;8BB8ECD2-B684-4AAB-8A3A-FA15B5277711;2024-09-30;HSM_D616C1AC-EA17-46EB-B639-4C456CAB2181;SKY_26
WHATSAPP;8BBD65FC-9916-4CF1-80EC-AB453784C1DB;2024-09-04;HSM_413C0FC9-E031-400F-835D-3D4620FB903B;SKY_15
WHATSAPP;8BC0A5F9-DAD8-46A1-BA62-8F5B8D6146B9;2024-09-11;HSM_E82A90FF-7A20-48DA-9360-0EF9E17BEA0C;SKY_15
WHATSAPP;8BC0A5F9-DAD8-46A1-BA62-8F5B8D6146B9;2024-09-17;HSM_FDEE8051-F632-4160-8289-5CA1C7025056;SKY_15
WHATSAPP;8BC0A5F9-DAD8-46A1-BA62-8F5B8D6146B9;2024-09-19;HSM_7077896F-265B-4A96-A000-294A30D45452;SKY_15
WHATSAPP;8BC0E47B-8226-4B2F-ABB1-FF59ABE4642C;2024-09-26;HSM_A4DAC7BF-6D19-4170-AE47-8ADC3CD2BBD9;SKY_32
WHATSAPP;8BC0E504-7425-4CF0-94B5-A36355D167C6;2024-09-06;HSM_1276984C-9F43-43E1-9568-E9B4419EAC28;SKY_15
WHATSAPP;8BC0E504-7425-4CF0-94B5-A36355D167C6;2024-10-01;HSM_0DA297E6-9B01-47C6-AB46-C1A7A9B837F5;SKY_15
WHATSAPP;8BC48037-9F9C-4598-93B8-E106E5042679;2024-09-19;HSM_813AE151-F350-4D9C-BB24-5B0C5632E4F8;SKY_15
WHATSAPP;8BCA0EE9-EFC5-4810-8775-B7328E160B91;2024-09-05;HSM_D1BB97B9-BF8E-4D19-BEC9-1E42900B2621;SKY_02
WHATSAPP;8BCA0EE9-EFC5-4810-8775-B7328E160B91;2024-09-06;HSM_DCACD8DF-4513-47C9-98F3-6B4316F0A115;SKY_02
WHATSAPP;8BCA0EE9-EFC5-4810-8775-B7328E160B91;2024-09-12;HSM_BD5FDD04-36EB-4804-BD6E-DA93CF2CA2E8;SKY_02
WHATSAPP;8BCA0EE9-EFC5-4810-8775-B7328E160B91;2024-09-16;HSM_FD9DD508-2568-4A83-884A-0B1DDDA45832;SKY_02
WHATSAPP;8BCED8CA-1637-4CA4-BB53-03DB4FAEC08D;2024-09-13;HSM_0AA0E762-B645-4292-9C32-9C7ED45394C4;SKY_15
WHATSAPP;8BD10B9E-9C11-45FB-8F84-DB6CD4612C97;2024-09-24;HSM_40513612-74A6-4044-9626-4483BDCF6346;SKY_02
WHATSAPP;8BDBA27A-4807-43F0-BE60-9B2194C0A9CF;2024-09-06;HSM_E617EE35-B386-4DD5-A470-620B684CB17A;SKY_15
WHATSAPP;8BF1A833-A9A9-4B73-B891-DB22084F1E47;2024-09-30;HSM_ACB928DF-90AD-4E01-8C0D-8399DB1C2BAD;SKY_02
WHATSAPP;8BF27697-695C-417D-A7B0-1B2240ABEB9F;2024-09-18;HSM_20A52083-CFFD-4368-ACAB-D07C1E59E244;SKY_39
WHATSAPP;8BF74292-909B-4BEA-B294-8DE812F28C8D;2024-09-10;HSM_9E5382F9-AE68-4584-8F02-B1600D4B0EEE;SKY_26
WHATSAPP;8BF74292-909B-4BEA-B294-8DE812F28C8D;2024-09-16;HSM_42D91EB4-3BB3-4117-B79F-00EA89AA57DA;SKY_26
WHATSAPP;8BF74292-909B-4BEA-B294-8DE812F28C8D;2024-09-19;HSM_CCD775FF-D7F5-4146-A82E-33A088E1C199;SKY_99
WHATSAPP;8BF74292-909B-4BEA-B294-8DE812F28C8D;2024-09-20;HSM_A22DFB07-71A3-4C7F-A727-5ACAA12FD927;SKY_26
WHATSAPP;8BF74292-909B-4BEA-B294-8DE812F28C8D;2024-09-30;HSM_75D5E815-A0C6-4BD3-81A4-0BCAC7F31629;SKY_26
WHATSAPP;8BF8367C-3CC3-4687-B441-55C29A551EAD;2024-09-11;HSM_9E3BD2EC-861F-4D64-8918-E03DB014A0FB;SKY_26
WHATSAPP;8BF8367C-3CC3-4687-B441-55C29A551EAD;2024-09-19;HSM_BBFD26F0-CEFF-4C78-A5A5-D46D0E799606;SKY_26
WHATSAPP;8BF8367C-3CC3-4687-B441-55C29A551EAD;2024-09-25;HSM_53FC7D27-07D1-46D9-A5DB-5221317B264A;SKY_26
WHATSAPP;8C168A6A-3F65-4E1D-8B1F-EB2E166807A4;2024-09-20;HSM_4076960F-6BF1-42FF-BB33-8D74DAD33E11;SKY_15
WHATSAPP;8C168A6A-3F65-4E1D-8B1F-EB2E166807A4;2024-09-25;HSM_F4530DB3-AFC5-4E29-A26F-26C38428CE0C;SKY_15
WHATSAPP;8C19E1F1-E867-493F-9B15-C0450720F8B0;2024-09-03;HSM_300666E5-CF6B-4E48-9D0D-C55B5F4BE5DA;SKY_12
WHATSAPP;8C1C729C-7B7A-4E13-A496-BFA18478D447;2024-09-17;HSM_736695CD-02BA-4904-AA2B-567A4BBBAC56;SKY_23
WHATSAPP;8C1FDD47-B169-46AB-BFB9-8ECAFB62A603;2024-10-01;HSM_368DB46B-062E-4F03-A47E-7856B2C42A6B;SKY_20
WHATSAPP;8C221FA9-7241-41FC-B7A5-B56B5A2EF3D2;2024-09-03;HSM_56D169A2-06F2-4D79-B9CD-A0EB6E9F2BD7;SKY_15
WHATSAPP;8C2EED3E-BF26-4BFC-9C20-3886DBE96703;2024-09-12;HSM_67C51C58-1924-4900-B922-74B8CC33E1E7;SKY_06
WHATSAPP;8C30D3DE-E3E7-40FA-A2DF-59C8607DED14;2024-09-03;HSM_22B84471-946C-49D1-B8E1-580BF6D849C7;SKY_39
WHATSAPP;8C39C831-F2FF-43BB-A7AA-082589D4EECF;2024-09-24;HSM_ABE66ACE-3D5F-44FD-8161-0D04085FC36C;SKY_15
WHATSAPP;8C3B313D-A2F6-4891-A25D-24B63973F784;2024-09-10;HSM_E3ADB734-6CDA-4185-B89D-DAA2DFAC2628;SKY_06
WHATSAPP;8C45F1FC-6F08-402D-B9A2-9BB583477BAB;2024-09-09;HSM_FD64276C-F07A-43E6-86CF-A20546D12313;SKY_23
WHATSAPP;8C45F1FC-6F08-402D-B9A2-9BB583477BAB;2024-09-11;HSM_40DEF26F-24E8-4261-9D2F-5FA0DC3EE8D8;SKY_23
WHATSAPP;8C522A4D-0611-4328-A2F3-0BDC39B478D0;2024-09-02;HSM_4693B96F-BF4A-4561-88D6-84537D5BDC90;SKY_21
WHATSAPP;8C5CF7A6-1E9D-4605-A820-1D0CCBC936FD;2024-09-05;HSM_5E05B973-3A0B-48B4-A8BD-36B8D3DEF323;SKY_35
WHATSAPP;8C5CF7A6-1E9D-4605-A820-1D0CCBC936FD;2024-09-12;HSM_206CC0B2-C4BF-4F02-A1AA-5B23E9111005;SKY_20
WHATSAPP;8C61EABE-8704-46BD-93D7-D17AD19E4BAD;2024-09-09;HSM_92047EBA-29A5-4D72-A3CA-8479B3AB128A;SKY_15
WHATSAPP;8C6DFDFB-56F6-4BD6-80C2-34C70313A064;2024-09-04;HSM_A6B4292C-782A-4C49-A42B-7A16B738A44C;SKY_02
WHATSAPP;8C6DFDFB-56F6-4BD6-80C2-34C70313A064;2024-09-05;HSM_8ABA88D6-2F23-4B34-AEAB-8A250F7CC923;SKY_02
WHATSAPP;8C70DBCA-9F75-40C7-A00B-4EA4739693FF;2024-09-10;HSM_6AB073A8-9E6D-46A7-932D-BE8098F2D4C9;SKY_15
WHATSAPP;8C711034-23B8-4161-98B9-1A6588F43A13;2024-09-04;HSM_CDEB51F5-31C9-485D-A364-BA1695731A30;SKY_15
WHATSAPP;8C78A934-820B-454F-A2F0-DC18D549B6D0;2024-09-13;HSM_9DABE120-297E-4EC6-A12B-6682E35405D6;SKY_26
WHATSAPP;8C8350B7-B583-463F-8A61-304345548FB0;2024-09-24;HSM_67737F53-D44C-43B5-8FF2-649C9785E28B;SKY_14
WHATSAPP;8C89CBB4-F7F3-496D-A283-221D0CCAA5FF;2024-09-12;HSM_AB03A2DA-5DCF-4CC1-9D35-7F4C6E8C8FC5;SKY_26
WHATSAPP;8C89CBB4-F7F3-496D-A283-221D0CCAA5FF;2024-09-20;HSM_A6EF00BD-5E2D-43D3-9EAD-6D8A6B8B4C3F;SKY_26
WHATSAPP;8C8E817C-74CB-418B-87E1-B67858CA50E0;2024-09-02;HSM_AD24A403-0CAA-440C-BAA1-FD4165189A0E;SKY_15
WHATSAPP;8C8F6A1A-39E7-496D-BFB5-A880A9308074;2024-09-24;HSM_7002647B-23C3-4DD7-9B0C-758E9A43AB3B;SKY_43
WHATSAPP;8C935860-5DA4-41EA-BAD3-579AC018FBC5;2024-09-27;HSM_3BA66FC5-546A-49AF-A4C7-103D1F354FDE;SKY_26
WHATSAPP;8C935860-5DA4-41EA-BAD3-579AC018FBC5;2024-09-30;HSM_7063E77A-870E-4449-A46A-0FDA00E75EA7;SKY_26
WHATSAPP;8C96B5D3-C3E9-4151-994D-EE0BEF095CA6;2024-09-04;HSM_1BCFDC24-E55D-433E-9EFB-789100712D72;SKY_35
WHATSAPP;8C970C48-A265-4A02-82F5-12E5AC1CA292;2024-09-26;HSM_1BBA22B3-3B08-4791-B234-AD5CD634D5C3;SKY_23
WHATSAPP;8C9ACC56-8861-457D-8BAC-032122FD96F3;2024-09-13;HSM_B20DA706-4E8C-4893-AB36-B4AA3454CD71;SKY_14
WHATSAPP;8CA792E1-8C62-4B0C-A3C7-B84562314781;2024-09-10;HSM_F4E5E046-6A03-427B-B3BA-53E101E5A50B;SKY_32
WHATSAPP;8CB52385-3B91-4A7A-AE36-C2C33B3E6AD7;2024-09-04;HSM_CFBA6F6F-4BE5-4F8E-A460-B2077255E1B0;SKY_15
WHATSAPP;8CB66EB5-21BD-4ACA-BBEB-50600BA8FD9A;2024-09-10;HSM_44464009-BF31-43E5-945C-E493A4D3BE07;SKY_35
WHATSAPP;8CB66EB5-21BD-4ACA-BBEB-50600BA8FD9A;2024-09-20;HSM_D1F3DA7B-56CC-4746-AB71-206CBA01EA5F;SKY_20
WHATSAPP;8CBB3206-633D-483A-A8EC-C4BBE86E463E;2024-09-04;HSM_CCBDA5CE-28F6-42F9-A46B-507E5965BF84;SKY_26
WHATSAPP;8CBB3206-633D-483A-A8EC-C4BBE86E463E;2024-09-19;HSM_B7C98B68-4020-4451-9940-6E00063B1C43;SKY_26
WHATSAPP;8CBBE1ED-BC89-49F2-91A7-F45AE1782FAE;2024-10-01;HSM_CC827B6A-6B28-47E3-AD4D-645A9D3447ED;SKY_35
WHATSAPP;8CBCD2E6-CC13-4864-8DFF-338897F3B58E;2024-09-19;HSM_3908CBF5-A0DC-4A33-A700-F0609344482A;SKY_26
WHATSAPP;8CBCD2E6-CC13-4864-8DFF-338897F3B58E;2024-09-20;HSM_7EE0E9A1-17E1-4E2B-8B91-2A0A2C97A2FE;SKY_26
WHATSAPP;8CBF96AD-18AB-46D3-89DF-00564BAC1A1F;2024-09-04;HSM_E5AD551A-2EC6-449E-8E32-95F571B28109;SKY_15
WHATSAPP;8CBF96AD-18AB-46D3-89DF-00564BAC1A1F;2024-09-26;HSM_506302E9-DBF4-4B9B-AE64-FCBCFFF6C4AA;SKY_15
WHATSAPP;8CBFEC82-D819-481C-A62D-479DC07A9A3C;2024-09-24;HSM_5A140A0A-2F8C-488E-A7B7-5BE63BB4F9BF;SKY_23
WHATSAPP;8CC11356-CF4C-4EED-AFCC-802FC23B853C;2024-09-13;HSM_D53EC95B-C621-4EDA-A8AF-EE4D46AB71C7;SKY_15
WHATSAPP;8CC11356-CF4C-4EED-AFCC-802FC23B853C;2024-09-26;HSM_24C74CE7-D568-43D9-B402-B879A70CB178;SKY_15
WHATSAPP;8CC51267-440C-4F06-809B-C91BA4432D5B;2024-09-19;HSM_6D77BC23-93DC-4D75-A409-B9937223D61F;SKY_15
WHATSAPP;8CC51267-440C-4F06-809B-C91BA4432D5B;2024-09-26;HSM_72163388-09E7-47CE-8A2D-22F7B02756F8;SKY_26
WHATSAPP;8CCA55C2-3470-42B7-B984-5C82E42D5EC3;2024-09-19;HSM_16222C76-E062-44BC-9995-E19400B7131A;SKY_15
WHATSAPP;8CCA55C2-3470-42B7-B984-5C82E42D5EC3;2024-10-01;HSM_A85EC585-2F0A-44E9-9530-5B015D860CF5;SKY_15
WHATSAPP;8CD3E249-6C95-4527-9579-DD5A2E7A7004;2024-09-19;HSM_21E9BFDE-C182-49AE-927A-C7ADAF1AE09A;SKY_02
WHATSAPP;8CD90FC3-C610-49B6-A7FC-06ACC0464E1D;2024-09-20;HSM_555F9F7E-ED72-494C-8648-5CF238D19E73;SKY_02
WHATSAPP;8CD90FC3-C610-49B6-A7FC-06ACC0464E1D;2024-09-24;HSM_E69F40ED-A4E0-4BDC-9A75-CE22C3ABD0DA;SKY_02
WHATSAPP;8CD90FC3-C610-49B6-A7FC-06ACC0464E1D;2024-09-25;HSM_204261CE-BEFC-4E65-9AD9-F3CF9BEC6870;SKY_02
WHATSAPP;8CD96E87-BAE9-4108-8BC7-BDFF2FE5116A;2024-09-12;HSM_D8224CF1-58D2-4E2F-9C70-D80778EA8DD1;SKY_20
WHATSAPP;8CE175B5-DD05-4CF3-8FEB-0ADDD0B0AB08;2024-09-18;HSM_ED674C61-F2A7-47AB-9738-2A8F0C4FCA7E;SKY_26
WHATSAPP;8CE175B5-DD05-4CF3-8FEB-0ADDD0B0AB08;2024-09-23;HSM_C6706D49-801D-4E63-8A04-10C3B6D807C4;SKY_15
WHATSAPP;8CEC075D-8CD4-436B-A229-5AFCD06DCBFB;2024-09-19;HSM_47D82DFE-65B6-41E3-B950-9D0BAFC031B7;SKY_26
WHATSAPP;8CF09037-135F-43C7-A6E1-059E9F1A7F2F;2024-09-27;HSM_4310C9C5-2ECB-467C-9B80-5F21BB9F614F;SKY_07
WHATSAPP;8CFB06ED-C584-4D33-990F-102A435D62A1;2024-09-30;HSM_B5F1D43D-5BF2-4BDD-ADC0-CCDDC353CEB7;SKY_03
WHATSAPP;8CFC298B-4BBB-48EB-8159-5280F07D7A2A;2024-09-09;HSM_08126DA1-94FA-4536-B9C0-216AC46794E1;SKY_27
WHATSAPP;8CFC298B-4BBB-48EB-8159-5280F07D7A2A;2024-09-09;HSM_AB6C46E3-17BB-426E-984A-3B4C62AAEF0F;SKY_99
WHATSAPP;8CFDAC2F-BFF3-422E-9CC3-248098ED97DE;2024-09-04;HSM_4126AA5F-FFFB-412B-B396-0C94D286A618;SKY_15
WHATSAPP;8CFDAC2F-BFF3-422E-9CC3-248098ED97DE;2024-09-10;HSM_D2B09800-5D33-468E-AB17-2FD9E9EC6936;SKY_26
WHATSAPP;8D12E85A-6E22-43D8-855B-1067A037865E;2024-09-10;HSM_E653EA92-953B-4657-A530-84D00601023E;SKY_23
WHATSAPP;8D12E85A-6E22-43D8-855B-1067A037865E;2024-09-23;HSM_AD7DFCB8-64E2-444B-838E-E23F21ABB519;SKY_26
WHATSAPP;8D16CFE4-45A3-48B2-A802-9AF2E43B3286;2024-09-02;HSM_9C3D59BC-9C12-4224-9F02-05ECA758FA63;SKY_35
WHATSAPP;8D1D306F-3464-4B79-A932-69F10C16DC4D;2024-09-13;HSM_534E7053-D54B-43EB-A7E9-620D5CAEA938;SKY_20
WHATSAPP;8D1D306F-3464-4B79-A932-69F10C16DC4D;2024-09-20;HSM_C11FD9DA-D860-448C-A455-77740BDF9EC0;SKY_99
WHATSAPP;8D1DB3A3-217C-4DC5-8BFA-BB90A244974D;2024-09-27;HSM_7BDA9587-36D4-4415-BA3D-8C59699C96DF;SKY_14
WHATSAPP;8D2030D0-B609-47EE-A58D-8DF54EFB7ED8;2024-09-17;HSM_3E369381-5E9F-435E-B143-091E1959098F;SKY_02
WHATSAPP;8D2D032C-E752-46A1-B1D8-447CB78B1FD6;2024-09-04;HSM_3D48AA1B-B38F-48A8-8E96-B7597AE2518A;SKY_36
WHATSAPP;8D2D2042-4776-43C4-AE8E-05C20C476D05;2024-09-16;HSM_1170AD32-36B8-48EF-8560-69B42E9F8022;SKY_26
WHATSAPP;8D35E0A6-1CCB-4C24-A03C-6B9A90C572F1;2024-09-12;HSM_30C31584-81E7-4EFC-9172-7BFC2E39DF7B;SKY_32
WHATSAPP;8D42616B-8B77-41C1-BF8F-A9AF40F67E8C;2024-09-12;HSM_66EB7C39-43F3-4650-88F5-4373D614B3E7;SKY_23
WHATSAPP;8D4788E2-F9A1-43DA-8139-976E939C6F50;2024-09-18;HSM_668BE89C-0712-49A4-9019-8903086E1FBA;SKY_08
WHATSAPP;8D4788E2-F9A1-43DA-8139-976E939C6F50;2024-09-24;HSM_3B4635C4-D0B7-470E-A655-8CBEBD05E4EB;SKY_08
WHATSAPP;8D49F0C3-6308-47EB-BEB9-B3CCF087D5F8;2024-09-30;HSM_08A4316D-D866-48F3-B6E1-05EA266F1207;SKY_26
WHATSAPP;8D5355D1-D74F-4119-866F-CD29FCC786D7;2024-09-05;HSM_FE72A32F-F5DB-4480-86AC-CDC8473BE98C;SKY_32
WHATSAPP;8D5BC6EC-90D6-4353-A6F6-7D787172D902;2024-09-23;HSM_1BC0D9E9-3B47-4402-A3AE-05A4AE4F9ED1;SKY_15
WHATSAPP;8D5E59D2-4C46-4818-A73C-9CEC5A867E4A;2024-09-11;HSM_1E78BAD9-26C8-4ACA-BAC5-4A5DC7E113BD;SKY_35
WHATSAPP;8D5E59D2-4C46-4818-A73C-9CEC5A867E4A;2024-09-23;HSM_AABA4653-B458-4D9A-9C18-2937140E332C;SKY_23
WHATSAPP;8D72F9AA-C415-4BAA-95CC-189A8C27FE38;2024-09-04;HSM_B2951CD1-5391-4165-A709-DE3A01EBA364;SKY_15
WHATSAPP;8D75A3F2-048B-487F-A7A9-CA503F8BFED3;2024-09-23;HSM_345FC7ED-CDA5-43FC-99E3-260488A957F6;SKY_99
WHATSAPP;8D75A3F2-048B-487F-A7A9-CA503F8BFED3;2024-09-23;HSM_A72E67AD-4D1D-4CA0-8E00-41B2E2743932;SKY_99
WHATSAPP;8D77F536-41DA-4237-8F9D-DB7CD53DE89B;2024-09-05;HSM_A64B8723-A704-4D8C-B615-E7AB60B326B1;SKY_36
WHATSAPP;8D77F536-41DA-4237-8F9D-DB7CD53DE89B;2024-09-06;HSM_6BC4F2D4-79F5-48E7-9823-DB1FB7E1FD4A;SKY_15
WHATSAPP;8D77F536-41DA-4237-8F9D-DB7CD53DE89B;2024-09-17;HSM_96AC9F6E-F061-4D81-A8AE-015F8EA385C8;SKY_39
WHATSAPP;8D77F536-41DA-4237-8F9D-DB7CD53DE89B;2024-09-20;HSM_1E5C5DF1-9E0B-468B-A20F-9CD97CE326C4;SKY_26
WHATSAPP;8D7C76EB-1D08-499F-AABA-7AE18D90CCAD;2024-09-02;HSM_B21BAD8E-8F57-47A0-A151-372E3F101A14;SKY_35
WHATSAPP;8D7E6D4D-855A-42CB-BA45-338C34104FE6;2024-09-10;HSM_855F87EE-C8DD-41F3-83BD-AD8BB8DC6915;SKY_20
WHATSAPP;8D7E6D4D-855A-42CB-BA45-338C34104FE6;2024-09-11;HSM_0C193382-8DA7-4F4B-A815-EA22AB3EC8D7;SKY_99
WHATSAPP;8D7FFE04-334E-4FF1-9E51-EA845DF31978;2024-09-23;HSM_7EEA9F97-37A2-458C-9A97-1A43969C0D0F;SKY_14
WHATSAPP;8D801CE8-845E-4509-B252-CF388685EBA4;2024-09-20;HSM_E321EDC6-999E-4DB2-B10D-E0F7522251F7;SKY_26
WHATSAPP;8D8518D1-6A53-44A6-864A-6D145C78C180;2024-09-18;HSM_DC4B5CF8-901E-462B-A785-1F476EA7F1BA;SKY_35
WHATSAPP;8D8518D1-6A53-44A6-864A-6D145C78C180;2024-09-24;HSM_51EECDFF-063E-4892-AEFA-B2FF57FF46B6;SKY_14
WHATSAPP;8D8C53F6-A7E5-44F4-8B87-8DA7CAC15C0E;2024-09-13;HSM_7F81BD34-C0DB-4570-A52F-0F91135ED246;SKY_26
WHATSAPP;8D8C53F6-A7E5-44F4-8B87-8DA7CAC15C0E;2024-09-19;HSM_FF826150-9707-4B3C-8A9B-F8F451F7A7D0;SKY_26
WHATSAPP;8D8C6891-6B76-4EBB-AA5C-69D7C72AFC5F;2024-09-04;HSM_440BEBB6-6ADD-4E20-8EB7-8CBFA7E2DFF4;SKY_26
WHATSAPP;8D8D0C07-968C-4D74-8A40-C4CB5A8E1239;2024-09-30;HSM_03B02E75-0757-4086-9663-BBE57726540A;SKY_15
WHATSAPP;8D8F3CB6-8BCD-4FD3-B906-078AB5C276C0;2024-09-02;HSM_C019E9E4-6295-4272-B247-1054C6430A9C;SKY_99
WHATSAPP;8DA01343-F4CD-409E-8A38-B045E0569D81;2024-09-02;HSM_4B57B91C-0605-4394-B0B0-17F35DC00A32;SKY_15
WHATSAPP;8DA01343-F4CD-409E-8A38-B045E0569D81;2024-09-17;HSM_338B07DD-93C9-41BD-A08F-C2401092B33B;SKY_26
